id_transacao,id_cliente,cpf,valor,tipo,banco_origem,banco_destino,data,data_part
4dd10beb-c538-452f-86df-5d88b457a142,8586db3e-aadb-42be-86ee-38dc826e5326,945.720.163-99,4015.71,PIX,341,033,2025-06-12 05:11:11.120207,2025-06-12
c1b2b0e4-c5f1-4a49-a8b5-a097b8bc93a5,634b1220-7263-4b69-bff9-dcf08ef6a417,179.852.463-55,820.29,DOC,033,104,2025-06-12 23:27:16.556598,2025-06-12
926f1a0c-2b11-44c9-9f6a-047a4ec04df0,dcc28885-0068-4f78-82a5-c377cffd6c15,379.460.258-74,7419.2,PIX,033,033,2025-06-12 12:17:19.244608,2025-06-12
31fa5e25-f202-46ef-a1dd-60871cd700d1,2f676250-fd6e-4c09-ab88-d0be72fa9d78,348.961.725-82,7050.48,DOC,237,104,2025-06-12 06:27:36.015779,2025-06-12
f17cf2bf-c669-4579-97b7-cd180445aaad,cba4401d-7597-4c3d-9b44-aaf283591155,359.861.472-19,837.94,DOC,237,104,2025-06-12 23:58:17.963933,2025-06-12
d852df56-6e15-4b35-ae1b-a85caff95c89,dee780c9-6db9-4daf-8637-fc68774f9ac6,623.074.985-83,4104.91,DOC,033,001,2025-06-12 12:54:02.723132,2025-06-12
e3a5644c-8c88-4e26-8033-e98f1083608c,4e6561c9-245e-4b19-b60a-fd79ec2d424a,351.407.826-26,7882.9,DOC,237,104,2025-06-12 17:57:13.153464,2025-06-12
e7781902-b9b7-49af-80d8-9bfe24e94dee,19ad9bbd-14e0-4ea3-a390-b9047c1b08d1,312.647.980-40,4197.61,Cartão,104,001,2025-06-12 15:55:37.303811,2025-06-12
71b98067-f6f1-46fc-9ca4-356507206137,15060836-728a-477d-aba1-bb538ca95266,305.294.687-00,2452.7,PIX,104,341,2025-06-12 03:51:04.984356,2025-06-12
a8bd439d-441a-48ba-b8c6-f09d616556b8,ed826e5e-a2fe-4443-b87d-40ed6c11e0ce,305.269.841-98,4472.3,PIX,237,033,2025-06-12 15:05:43.486197,2025-06-12
2d96e01f-5bf7-4ee4-84e1-62b8f15a3e4b,464cff62-f657-4330-9786-ac8550c78dde,970.654.138-10,7121.53,TED,001,104,2025-06-12 08:21:48.791835,2025-06-12
e312937d-ddc5-4c70-ad5c-97b326ace089,957dd986-9386-4e23-8d5b-ee9ef4aa0b4e,815.026.793-02,5570.02,Cartão,104,001,2025-06-12 19:20:45.258603,2025-06-12
07670142-f106-4620-886e-d72a8c9073a7,bd082f7a-c288-48eb-8da6-6c324e81da4c,831.470.562-44,5911.82,TED,001,033,2025-06-12 20:05:20.951814,2025-06-12
3375ae6d-deb6-4194-a255-4b699a164925,f4bf54b0-471c-4218-ab11-8cdbdc01701a,530.478.692-00,1382.39,Cartão,001,237,2025-06-12 19:03:47.916528,2025-06-12
dc1c915b-0ab9-41df-ac3a-607280624a4b,c0e1c158-f4d2-479d-907d-6c3fcd25e4fa,951.706.438-10,2759.19,Cartão,237,104,2025-06-12 19:36:34.886747,2025-06-12
590bc215-7297-400d-891a-f2a04d339c59,d3541ce8-91c2-47be-86dc-57480f16f108,142.690.853-98,7391.52,TED,237,341,2025-06-12 02:11:34.143712,2025-06-12
4f69cc34-676c-4f8f-ab18-f3aee4b2a732,29c0c36f-a1a6-45c0-b4cf-2045c2c0755e,508.423.971-32,2943.9,Cartão,001,104,2025-06-12 18:35:21.510230,2025-06-12
0eada079-a2b6-4309-9eab-a9b15fd2cf63,d33e50b8-07cc-4fe5-bd99-ef463dcd12bb,895.013.462-42,6478.11,PIX,001,237,2025-06-12 09:27:23.486565,2025-06-12
b9017336-7d1e-46b9-96d8-0002fb93aa88,186b6158-085c-472e-968c-233db3e4b1f4,390.641.827-87,7793.79,TED,237,341,2025-06-12 00:21:37.851520,2025-06-12
e6415a03-a043-4fc1-8b8f-af92b01bbf7e,3bf36084-1dd2-4791-88ee-64ebc75777d0,301.672.459-61,4537.1,PIX,341,341,2025-06-12 00:23:26.831795,2025-06-12
3f706e14-17e6-43f7-85ca-fb89570d52af,3f032d66-a6e6-4cae-a583-a881b85696a5,865.214.730-26,5631.34,DOC,237,341,2025-06-12 23:34:34.501247,2025-06-12
4e486d06-7631-4218-93cb-96c33c83ff92,1f94b987-7e2a-49db-ba15-2197f1316698,430.761.925-07,7648.75,Cartão,237,237,2025-06-12 18:15:56.199274,2025-06-12
332f75ce-6415-43aa-aca2-8d0e845dfc95,d45c1286-1d74-4479-a695-da36293bff64,861.540.397-00,4025.86,Cartão,104,033,2025-06-12 21:05:39.622982,2025-06-12
8108885d-b1a7-4fa5-881a-90110a8294f9,5fed4481-6d25-47f8-8276-9f2ea53709b9,946.780.351-84,4518.81,Cartão,104,237,2025-06-12 16:45:52.463621,2025-06-12
24619ddb-72b8-4668-8f0e-f5e43c764458,8f3c9c18-f3f3-4dfd-841c-674d60f8c7bd,598.013.742-41,7839.48,Cartão,341,104,2025-06-12 19:39:30.474051,2025-06-12
df10a5d3-95c5-4fb7-a96c-3ea617a26ccd,f0dd8640-ffa8-4ab6-bec7-71c9aa4d4205,082.473.196-40,656.42,PIX,237,104,2025-06-12 19:21:00.484999,2025-06-12
6378b0e6-6d60-4194-865f-49b9ef65b608,5d4f17df-7250-4b22-b9b9-3df097c27527,726.391.450-61,6892.25,PIX,104,237,2025-06-12 03:02:47.521755,2025-06-12
45983ede-d8ad-408a-993d-8b60e249d771,6d2ee775-a4a0-4be8-9b21-efd393eea9fb,489.631.057-84,4888.39,TED,104,001,2025-06-12 17:35:03.857894,2025-06-12
34ac7947-1c05-4be4-866f-7c918465afa5,839f3b23-343b-4fec-bd02-d2c341b8a8fc,362.471.059-16,4899.74,Cartão,341,104,2025-06-12 16:25:33.881045,2025-06-12
5a3b272e-53c9-4e65-8d04-9e3e0f9003d1,317e918d-b9f8-48a9-98f5-49ef0abcab96,826.704.359-47,5906.17,DOC,341,104,2025-06-12 18:16:27.305677,2025-06-12
e1f5e670-49f4-45ab-8f7f-e1ab14470d83,5bb335da-5971-4645-8ca8-1cfb907ee402,608.179.532-21,978.25,DOC,237,341,2025-06-12 05:02:38.687655,2025-06-12
b4b05344-526d-4bc6-8749-30c15c9af68f,20377d52-c7a0-4873-be6b-355ebc29c5bf,856.742.130-62,4388.69,PIX,001,237,2025-06-12 22:14:06.779385,2025-06-12
d75209bd-7daa-4695-b76f-6f9c2c56fdad,72592970-dd21-4109-803a-d8d1787eff25,620.873.419-31,4944.09,TED,001,001,2025-06-12 01:37:20.807218,2025-06-12
92b11181-f03a-40d6-9df6-1eb435bd2468,d277a7b7-51f5-483a-afc9-f7ee0263aef0,963.042.178-03,4252.22,Cartão,033,237,2025-06-12 01:23:41.614466,2025-06-12
94477d8d-9d79-40a6-8c33-1aa3abc60467,66169488-297d-437f-a6ec-fb429575ed66,381.457.092-88,5112.56,DOC,104,104,2025-06-12 03:28:33.661485,2025-06-12
d6638f07-70c0-4f96-9c05-2376c59317d1,4f159a34-4975-4959-b0ed-45c5946d5918,729.341.065-43,2033.75,TED,341,104,2025-06-12 03:52:41.129417,2025-06-12
827c1b64-cd2c-4110-8863-3cf4b6f06549,cccae619-d170-4a54-8808-d504b219502b,764.293.150-61,4188.02,Cartão,033,033,2025-06-12 23:44:53.029243,2025-06-12
d0b91fba-aa96-44be-8cbe-7aacff1ca6ed,9fa610f0-7cb8-4c14-bfdf-cd0d08af6474,025.198.473-79,1688.57,PIX,001,033,2025-06-12 06:37:02.656143,2025-06-12
c4f225b6-0b75-4281-bd5c-84d8818eccab,ef67fb10-5502-416c-b777-a102ce7f3e9b,610.857.923-40,987.36,DOC,341,033,2025-06-12 14:34:17.349942,2025-06-12
531148be-6081-41e4-88f6-66de73073266,111d3fbe-0983-4064-ab73-bd4051a2e17f,934.758.102-04,1506.72,DOC,033,001,2025-06-12 15:09:34.351365,2025-06-12
88cfa17a-a944-4881-80ea-476345ee7e9a,a0cdfa0b-5117-4add-8142-ddea8dfa9de8,260.751.938-12,926.09,PIX,237,033,2025-06-12 00:23:23.644322,2025-06-12
dcef1d9e-3848-42a6-a958-69aa6244ff00,81c25019-f558-49e8-9a95-578d50ce609e,740.926.815-85,5016.05,DOC,104,104,2025-06-12 11:16:14.495262,2025-06-12
7c9ffad8-7e55-491c-bf15-bf237f684f35,81e81e3b-d5dd-45bb-bc33-04c107acf1b4,578.429.306-00,2494.23,Cartão,341,237,2025-06-12 16:33:19.060162,2025-06-12
940d1ba4-1beb-40a6-a9e7-59d1cd35c5d0,b7a96793-686a-45ff-a698-72034c2067ee,124.965.387-82,3379.86,TED,237,001,2025-06-12 07:34:59.369736,2025-06-12
1f2a70b5-14a3-4c0c-bf0f-606a8defa37b,2bca168e-7019-4529-9bbd-16c2693a29c8,057.369.412-52,4808.88,PIX,104,341,2025-06-12 16:59:46.731115,2025-06-12
2c6dc372-9afc-4442-97ff-d388f9102776,c51f7b95-b18d-4346-bc3f-0e93afe05b2e,389.246.175-91,4667.61,Cartão,033,033,2025-06-12 01:49:07.102832,2025-06-12
eda94144-e357-44e9-90f8-96223255a32b,0da36d41-9489-46a2-8939-a7b56e2c8fed,387.196.254-64,1260.42,PIX,104,001,2025-06-12 16:37:30.433678,2025-06-12
e0ae55a4-0ed9-4530-9e33-263d87c8ccca,96e40ff6-7b7e-49cc-b22a-64c70936e0b4,027.683.945-56,5436.05,PIX,033,104,2025-06-12 05:43:02.461997,2025-06-12
add28087-2a51-4f23-92c5-0b1d13549c20,6a00cc29-0388-4fba-b132-3a2a451d7cd9,614.380.972-04,2964.53,PIX,104,001,2025-06-12 04:39:53.852209,2025-06-12
f99ac232-e1b8-4cd9-991a-61be26833b66,d108a4bd-9fb2-4f78-8cb3-515cc8b61e15,386.401.279-13,1800.75,Cartão,033,237,2025-06-12 05:01:11.697298,2025-06-12
b74190b3-22d1-4492-b995-f173f3093f0f,37715d65-c59b-4819-8ccf-0b6ac15e1f38,025.487.963-29,5285.16,DOC,001,237,2025-06-12 12:48:19.319397,2025-06-12
e3611b61-3fc6-480e-81e6-e0873cb4faca,a402d82c-f636-4c28-b794-e8a286708a30,329.018.547-88,4453.36,TED,001,341,2025-06-12 23:46:18.114585,2025-06-12
3fb44a30-a71b-4122-a804-9bd407bd319c,282d1840-e793-4675-aba2-3ff23b900adc,873.216.095-02,5859.74,Cartão,104,001,2025-06-12 20:47:03.334532,2025-06-12
2aa94b31-adcf-4412-81a0-1836a1655d5c,89cbcfd8-86ac-4528-bb53-87055dfd5071,415.980.376-84,4595.41,TED,001,001,2025-06-12 17:37:11.574542,2025-06-12
315cdb60-cadc-43ff-8a15-389fdcc4b95f,64a661ba-ff68-476e-9fe9-5f64fa569fcd,073.824.915-79,1636.27,DOC,237,341,2025-06-12 17:14:54.692108,2025-06-12
01247f18-a661-4989-b364-39eb13e3c774,5ba6fc94-ee5b-432e-a86c-733649abcea8,278.061.359-95,2318.96,TED,001,341,2025-06-12 06:16:38.944276,2025-06-12
0c5f2c84-026e-4d3c-8192-d238af950ee8,4392f62c-ca2e-4f0b-994f-95dfb8c8f811,629.351.784-91,6254.29,Cartão,001,341,2025-06-12 00:06:24.270431,2025-06-12
a183536a-0a7d-42ba-a936-6d847d38142f,8d5bf58c-f2b4-430f-992c-1e1e09a1604b,196.027.543-70,6025.41,DOC,001,341,2025-06-12 13:59:34.745021,2025-06-12
2a088e53-1087-40fb-85b5-0b6f815bccea,81702407-10f1-4743-8e04-8c05f2fa49d8,758.106.924-94,3079.68,TED,237,237,2025-06-12 13:44:57.135965,2025-06-12
94e3e093-9a35-45e8-91c7-fab2968c79a9,2cebe39b-49a8-46d6-b57d-06d73c8e6c91,803.471.259-05,618.61,TED,104,033,2025-06-12 06:54:25.774230,2025-06-12
393309e8-8006-4bb6-b79d-d1924be44a99,d9d3c07b-cdce-4fa4-8d30-d723f4fcdadc,487.629.150-02,2073.98,TED,033,001,2025-06-12 04:45:40.173073,2025-06-12
113793d1-21f7-4a8f-ada9-506d8718e6ed,6afc994c-6c74-4e84-a648-80e8223366d1,725.916.308-95,2902.26,TED,104,341,2025-06-12 23:30:19.279459,2025-06-12
b0500579-1ec4-4f2d-b045-706c652a5f02,d8fb20b0-9d96-4fda-999b-33d20a026a60,893.621.754-28,3921.1,Cartão,104,001,2025-06-12 23:55:06.306396,2025-06-12
152f02ea-3ec6-4891-b047-63e0f7e29576,256ea926-524a-495d-aade-dce5319856f3,037.184.659-57,2810.24,DOC,033,033,2025-06-12 23:37:54.668729,2025-06-12
0d96e4d9-8f4b-4257-be8f-6af63f0c0e86,28d3e923-b661-499b-9c83-d35fc3e83617,425.379.601-06,7601.25,TED,033,104,2025-06-12 16:36:47.253414,2025-06-12
1823ca54-0d03-4512-a750-023d025d89f1,146311fa-edda-4d96-8d2b-343498c0c371,974.862.013-13,6551.47,PIX,033,001,2025-06-12 01:07:58.628865,2025-06-12
65ff7263-a0dd-487e-9a08-94d85c399f95,91f05f0c-e595-44a8-8d6c-279ffbeedb58,749.106.523-61,3523.81,PIX,033,001,2025-06-13 20:36:02.897807,2025-06-13
0583f00e-eab7-4c94-86f6-8a46fedf9d69,6cc6e6c3-2135-4923-a9a4-2a7d808872a4,738.905.261-95,1052.88,TED,033,341,2025-06-13 12:17:32.683376,2025-06-13
3d90b5b9-765a-414a-813b-dedbcf89167c,3de2d69c-8b33-467d-aae4-da330534c080,760.523.498-83,3918.25,TED,237,033,2025-06-13 23:53:57.018475,2025-06-13
4612b670-b386-41a9-aaec-217f65044929,0944774a-b3be-430e-a978-757abece4fde,052.341.798-50,4267.05,PIX,104,001,2025-06-13 22:52:08.058031,2025-06-13
eff8c42e-59ad-4b8a-929f-d186885a49ad,f625a9f1-faf8-4dcf-bb20-a0021d0f058e,986.317.540-48,5011.8,PIX,001,104,2025-06-13 01:38:04.540430,2025-06-13
110dedc2-8b28-4f27-a831-ed62cb9df086,3b61cf80-9f05-478e-9828-8127f351f4d8,820.915.347-14,2771.57,DOC,001,033,2025-06-13 11:35:03.676653,2025-06-13
fc3df314-4efe-4f8e-ad94-64a92c57b413,ca398e5e-99f4-4358-8edb-193025e91760,763.019.845-01,4073.5,TED,341,001,2025-06-13 17:26:40.942241,2025-06-13
a1ff0b25-9be1-4096-85fd-5ac098e593d8,d827e22e-a559-407b-b9d3-a70f71a3ae6e,541.308.762-44,548.52,PIX,033,341,2025-06-13 11:08:47.904464,2025-06-13
79152afa-27bc-4e8b-afcd-7f64522f9be3,fafb9642-b9d4-4d52-9135-47f5c669d6a9,071.628.345-07,6828.31,Cartão,001,033,2025-06-13 00:43:07.423242,2025-06-13
b1912c79-9380-4ed7-99ce-e790fe3b6815,3fcd0e1e-7fe1-458b-ae3f-7d2da270eb0b,945.862.730-38,527.46,DOC,341,104,2025-06-13 23:13:46.044796,2025-06-13
9dea9a8d-39d4-4ac2-8498-4188c145aefa,544433cd-5161-4081-aa04-554f9b711fb2,701.485.236-17,5351.05,TED,033,001,2025-06-13 06:29:13.498545,2025-06-13
431c8415-a17d-45a3-8ee7-6ac87833e4db,c0ccd792-7bcf-407d-8484-716776abc55e,940.173.658-84,3288.09,PIX,237,341,2025-06-13 15:35:39.777359,2025-06-13
94bba7c2-e80a-4705-8e56-a79de689c21e,99ab781a-a757-46b6-ae84-09379515e495,680.539.214-42,1149.24,TED,104,001,2025-06-13 11:35:43.334623,2025-06-13
b4e2a507-dddf-4829-a94e-32feac74fed7,474613fa-a876-43bf-8424-54b854e77f3d,647.830.259-83,4001.69,TED,001,341,2025-06-13 22:01:12.765950,2025-06-13
56d83899-dcf9-4489-80e2-6f68bb052040,400d012f-1377-401f-aa15-b0e46ab60dfe,479.032.685-38,2600.38,DOC,104,237,2025-06-13 22:18:58.887517,2025-06-13
7119e64e-7863-4074-9357-980f428af4a0,274ab9db-5a95-43c9-aa18-61286ea4ed11,467.519.280-76,490.65,DOC,033,237,2025-06-13 05:48:26.091619,2025-06-13
6bc354a8-af15-4a5f-97fb-35fa5930da48,5ea9c99d-4aaf-4a46-9b3b-259c4a63107e,460.837.125-80,3676.57,TED,001,237,2025-06-13 13:00:59.993345,2025-06-13
19d1e8ae-50a5-4a37-a78e-268b07ee2f42,7f74857e-80e9-48a9-8b2d-f39719f712ce,607.159.248-85,1699.46,PIX,001,341,2025-06-13 11:15:25.971271,2025-06-13
c7c71279-5b4c-4db6-8e65-15bab2c34817,8372adf3-f701-41f0-bc65-03a4f94e8bcd,132.805.697-02,7678.38,Cartão,001,001,2025-06-13 16:37:02.160442,2025-06-13
5a16e59f-0a7c-4028-87ea-f05718ece6f7,2ecb837c-44f8-4c74-b634-cce71ba5712e,265.910.837-40,6867.34,PIX,033,237,2025-06-13 10:50:00.053073,2025-06-13
9f9d5d6e-7164-432d-9689-411803d4a813,b353cc37-0073-40d1-a289-cd332bf2b25f,187.962.345-55,4337.33,DOC,001,341,2025-06-13 01:52:43.568140,2025-06-13
1b471dea-d0bb-4f64-a641-fa28c5d17c81,f2ce7cf8-8e8f-4b38-a390-c717e8dfb4b4,238.019.567-68,2937.87,PIX,033,033,2025-06-13 08:38:04.507332,2025-06-13
62248ad7-91dc-4669-869d-4b6a497dd2b1,7304e92d-2138-4c2e-882f-a65ad6790279,842.176.539-64,6767.62,DOC,033,237,2025-06-13 09:51:12.600532,2025-06-13
39acfdfe-d8f6-4f2d-a3cd-05132f8b24b8,90d7bfdf-5107-466c-ab1f-54441a75c395,897.102.456-94,2070.13,TED,001,237,2025-06-13 19:34:40.677676,2025-06-13
b06b2da0-1b9a-4802-b197-3c6c446abee7,ab9f39ab-44dc-4731-9d39-322a61569bba,134.086.725-71,276.76,TED,237,341,2025-06-13 17:46:13.084476,2025-06-13
35e05218-a1f1-419b-83ed-5d2131c0e065,fd8ab48c-4db3-4e06-8cd4-1e9af367ad6b,803.125.967-40,454.92,PIX,033,033,2025-06-13 04:02:41.242425,2025-06-13
bab2ca39-16e9-42e4-bdcc-bfc1d6c1b76c,497975d2-ce6f-44e2-bf44-cf4207369dff,270.368.549-10,4498.23,TED,237,001,2025-06-13 21:44:24.035875,2025-06-13
cbe3f458-0d1e-453a-8459-311de7a2101a,d6fb9f89-0245-47d4-8d47-914966d8a305,025.479.318-50,6113.26,DOC,104,104,2025-06-13 08:49:12.129986,2025-06-13
c5fd7d48-9cf5-4c6f-aa43-21d722c929fe,45f6b457-7eb2-4c6f-b77c-26a059bfd5d6,815.092.634-89,1735.44,Cartão,237,033,2025-06-13 07:38:55.729119,2025-06-13
89a9b11e-a3be-4136-8293-5b8f1a7a2460,8a4f9e60-b370-4740-bffd-cfbc25ebaa32,927.086.351-40,885.37,DOC,104,237,2025-06-13 00:22:53.233499,2025-06-13
f3022f83-d946-4e44-8db4-46b5107e4a85,7b3fe8f2-45b5-45b6-8a0a-a99538ce2026,605.182.794-30,736.78,PIX,033,001,2025-06-13 05:45:36.203107,2025-06-13
677dce10-479f-4a97-a5d5-8f53f68e2f10,1d45fb7f-24a8-48af-a8bf-4c74b6d8b820,054.268.731-35,6869.98,Cartão,104,033,2025-06-13 08:19:27.298404,2025-06-13
085633fa-05f1-496e-9824-8ada06f40142,ce73d6df-d324-42dd-b704-f05ad5b6c4e3,309.751.628-02,4234.95,PIX,104,341,2025-06-13 09:14:15.102588,2025-06-13
43d035a4-a7c3-4337-90f0-ca4115df80c5,d623ad78-3750-4155-aa40-7e9237c067a3,340.289.167-04,2186.06,TED,001,104,2025-06-13 03:57:46.515638,2025-06-13
b01957ee-2973-43bf-93cb-70c31bea1277,b9ead3ac-c29c-4585-ab41-f3929eea3ca8,209.176.835-95,3564.48,TED,341,237,2025-06-13 17:29:22.344334,2025-06-13
d4b57f16-6f27-4e33-aee1-6d924e60a9e0,f8bb7f76-1aa8-43b1-b80c-6cee26c4b492,097.813.546-66,1117.93,PIX,341,341,2025-06-13 16:48:45.750739,2025-06-13
f820a74c-a7bf-4c8b-9ba1-e65a5134fc48,0d3bfb62-be4d-43f1-885e-4144d23c2d8a,580.247.316-90,5835.17,PIX,033,033,2025-06-13 10:34:02.356256,2025-06-13
0a8e5f82-d6e7-4da1-ae50-ee7ee24f586c,d4bea7c1-fa12-454d-9745-1832cc0f040b,143.625.970-34,6233.04,Cartão,341,237,2025-06-13 10:03:43.221120,2025-06-13
8feba6e6-3241-40ec-a8fe-5c9bd6843634,fe0dda02-d45e-4620-a37c-84051d30576c,713.542.890-05,6738.98,Cartão,341,001,2025-06-13 02:15:11.599349,2025-06-13
2594f5de-da23-4d7a-9928-64bc63a7f257,a996d4f5-0739-42ca-9796-807a7d4fa19d,098.524.671-58,2230.34,DOC,237,033,2025-06-13 16:17:50.652413,2025-06-13
f3d87326-3bef-4384-a4aa-4f0ee8214e0f,076e6d99-575c-4d2a-b015-464804376894,219.863.475-91,3914.03,DOC,104,033,2025-06-13 21:16:10.296405,2025-06-13
3a9d5136-b086-4a10-9caf-c2f338edf27d,6e3829ac-d62a-427f-8e69-8007c92687f7,250.394.871-50,1340.19,Cartão,341,237,2025-06-13 16:54:19.713053,2025-06-13
18a73b9c-431e-4858-a240-1ac30f562d37,a9fc54f7-77cf-4d4e-a294-a3edab65e517,397.142.068-04,3972.02,TED,001,033,2025-06-13 19:43:20.745490,2025-06-13
200481d3-8c92-4e0f-b48f-6b4676bf1230,5acc8a24-530a-4bdf-b9ad-61f1e7a88da7,479.631.285-46,1684.53,Cartão,104,237,2025-06-13 05:33:18.438493,2025-06-13
8f6048e1-728d-43d5-9dc7-43d93f7f0482,12aecfdd-f240-409e-b8d7-c5df47870a17,085.713.924-04,3952.72,TED,104,237,2025-06-13 19:30:29.129915,2025-06-13
0db5ef6c-6be5-43a7-99d6-2bf1f06eac2a,53f906a1-a1aa-432f-b511-589fcabe27dc,471.356.980-10,3734.37,DOC,341,104,2025-06-13 00:06:33.142108,2025-06-13
bcec05d7-c927-4e9a-bb98-82dbfeb69c3c,19168c70-d07a-4114-8e44-e375cef75cc5,980.316.752-95,708.29,DOC,001,001,2025-06-13 20:55:57.272376,2025-06-13
04feec61-fbdd-4897-a23b-659205a32696,5b0ba324-7915-4e86-9515-83541be1dea0,375.194.082-05,806.03,TED,237,104,2025-06-13 00:47:45.006874,2025-06-13
a8fe3d79-4856-4cf5-ae83-637d55c11423,25bf5885-477c-4319-817a-aebf6144e57c,789.630.421-03,1450.56,TED,104,001,2025-06-13 13:00:51.245926,2025-06-13
dade3705-86c9-4ac6-8414-668a5b32de6c,9121eb72-8618-446e-9bbf-a939b6f81c92,270.458.931-32,1734.55,PIX,033,237,2025-06-13 12:00:07.031392,2025-06-13
9484a0b0-1876-47aa-9859-53d56d35e479,3865a1a9-ebfa-4df2-ac3d-b9dad902e78f,436.589.012-33,4896.62,TED,104,033,2025-06-13 11:19:58.218313,2025-06-13
66fc0921-fb8c-4a23-abd5-fbb9732e9634,2d9aa7e1-698b-40d7-8cb9-2b1f552a0e2a,084.615.279-76,1322.46,Cartão,237,104,2025-06-13 06:05:31.662691,2025-06-13
f41ca16d-d0df-4a04-9987-fedd48f5bdf7,3fb8ee80-25fd-4db4-bb23-dcc804820e4d,509.327.861-03,243.6,DOC,104,237,2025-06-13 14:37:31.278591,2025-06-13
